id,pred
5733,6.635141434072252
5734,6.1487785257543255
5735,5.646662304659835
5736,5.735630025559116
5739,5.101982955129926
5740,5.409667467480718
5741,5.261555852993628
5742,5.5125374609119095
5743,5.996285147314716
5744,6.409474416998717
5745,4.805943150891733
5746,5.805788168928504
5747,6.204618801364995
5748,5.606781981957434
5749,6.110218457404076
5750,4.884367776035572
5751,5.213829343783655
5752,6.345470585223371
5753,4.956904882300536
5754,5.961319158207932
5755,4.882172453160377
5756,5.25890672332506
5757,6.389059357894008
5758,6.352525917817778
5759,5.468837525255202
5760,5.346233230630511
5761,4.942201054855607
5762,4.929696925573946
5763,5.357025047204998
5764,5.220050931912116
5765,5.268144832321816
5766,5.881297910154923
5767,5.3284507183145315
5768,7.877510708428073
5769,5.465626616254912
5770,4.846308984827653
5771,5.371588153721584
5772,5.402820141657587
5773,5.299150443179485
5774,5.409061498449158
5775,5.886039962502775
5776,6.057616561400713
5777,5.127381337634379
5778,5.383642031857505
5779,5.97497530692895
5780,6.692727817940894
5781,6.065830122441592
5782,4.978254879783454
5783,4.829803119530944
5784,5.321219842690033
5785,4.8824425231407
5786,4.890694251601622
5787,4.898036655267589
5788,4.882067149165886
5789,4.85158175024063
5790,4.775996003335835
5791,5.0274900254917325
5792,4.89116172988732
5793,4.937460169536076
5794,5.0965709896087565
5795,5.1568788716762315
5796,5.085594239125575
5797,7.006287378273633
5798,5.1932233380557475
5799,5.039673011493842
5800,5.1201028868149825
5801,4.915451514098195
5802,4.831806420962558
5803,6.262316257331418
5804,5.986836485701551
5805,6.507830912241169
5806,6.165388283367123
5807,5.927302801250139
5808,5.096354173400669
5809,6.1267099781698064
5810,5.141664476061167
5811,5.71032579361147
5812,5.652617111995107
5813,6.190972155940178
5814,6.3242643303852075
5815,6.436062253435915
5816,5.156886422378174
5817,5.343496847155598
5818,5.892145973386535
5819,5.851273880196432
5820,5.8101581546032754
5821,5.753428162059201
5822,5.2892557900733195
5823,5.227629406043823
5824,5.404745628628009
5825,6.638258155102622
5826,6.8095233301139455
5827,6.328081894157501
5828,5.056888746814769
5829,5.586389796642361
5830,5.54493365967237
5831,5.348897620289826
5832,5.671015517095257
5833,6.387151612007879
5834,5.50928636809227
5835,5.766474328170752
5836,5.492849801161096
5837,6.750679036258544
5838,6.502071103803645
5839,6.239256727232676
5840,5.663038783558429
5841,5.14598145294424
5842,5.119685563241571
5843,5.430050126060163
5844,6.2820304234648505
5845,6.144507609856355
5846,6.074576293338137
5847,5.938178148311177
5848,5.889116219287862
5849,5.975695665281009
5850,5.011577895455736
5851,5.104108591378482
5852,6.171860617510636
5853,5.402774300836249
5854,4.853357265836203
5855,7.061598344377723
5856,5.046183353537779
5857,5.047182341067135
5858,5.650875059523621
5859,5.168559069338962
5860,6.523816320515942
5861,4.969907469576587
5862,4.849742143930464
5863,6.662008046268159
5864,5.196687668608147
5865,6.092381438754258
5866,6.036078370247989
5867,6.4911871774416605
5868,5.664051144077462
5869,5.027804410546759
5870,5.898141161717904
5871,5.183428750560973
5872,5.461250691501872
5873,5.639179602704684
5874,5.639385478385903
5875,5.126691696410616
5876,5.376217654961828
5877,6.189166570350632
5878,6.45177431862672
5879,5.725432658039006
5880,4.786508247685583
5881,6.409085571979361
5883,5.403488052723994
5884,5.425262043327096
5885,4.986992878281051
5886,4.9488923393405795
5887,5.732772668408029
5888,5.405528196144629
5889,6.529213944068212
5890,5.082319919480516
5892,6.213873290155814
5893,6.02407850883677
5894,5.869959884457892
5895,5.591599244681919
5896,5.318796313107937
5897,5.041199527781033
5898,6.119252307461824
5899,5.968717016143837
5900,4.929308117446913
5901,5.0650696825169925
5902,6.0913227827866345
5903,5.060607641176798
5904,5.446218194077826
5905,5.859072189461198
5906,6.693245642134797
5907,5.643879204669802
5908,5.204835435987458
5909,6.139242880720961
5910,6.713670157777348
5911,4.989212249831589
5912,5.692610582797017
5913,5.257547819442993
5914,5.711155751112688
5915,6.168952772961079
5916,6.038213985970951
5917,5.5184969918014115
5918,5.172366458502602
5919,5.685464724043904
5920,5.32150385811473
5921,5.752469307056701
5922,6.248236409930932
5923,5.014094076530908
5924,5.450596366011744
5925,5.070799450620973
5926,5.289194789911566
5927,5.363607023769657
5928,5.653543763149213
